Domain Code,Domain,Area Code,Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.122","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1978","1978","°C","0.093","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.467","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1980","1980","°C","0.453","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.147","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.121","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.506","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1984","1984","°C","0.473","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1985","1985","°C","0.247","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.154","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1987","1987","°C","0.829","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.476","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1989","1989","°C","-0.083","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1990","1990","°C","0.357","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.401","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1992","1992","°C","-0.006","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.438","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.098","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.341","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.712","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.709","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1998","1998","°C","1.103","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.46","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2000","2000","°C","0.466","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2001","2001","°C","0.402","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.942","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.904","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.778","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.063","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.991","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2007","2007","°C","0.782","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.567","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.017","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2010","2010","°C","1.484","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.123","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.57","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.926","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2014","2014","°C","0.956","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.048","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.118","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.193","Fc","Calculated data"
"ET","Temperature change","5105","Western Africa","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.045","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.013","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.059","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1963","1963","°C","0.376","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.288","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.577","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1966","1966","°C","-0.208","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1967","1967","°C","-0.223","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.171","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.126","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1970","1970","°C","0.188","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.21","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-1.024","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1973","1973","°C","0.168","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.343","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1975","1975","°C","-0.068","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.003","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.768","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.297","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1979","1979","°C","-0.256","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1980","1980","°C","0.676","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1981","1981","°C","1.208","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1982","1982","°C","-0.523","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.49","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1984","1984","°C","0.073","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-0.161","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.303","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1987","1987","°C","1.173","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.847","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1989","1989","°C","0.152","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1990","1990","°C","0.431","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.416","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.209","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.091","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.516","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.786","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.042","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.416","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1998","1998","°C","1.824","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.206","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.133","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.038","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.736","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.127","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.724","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.262","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.664","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.183","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.531","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2009","2009","°C","0.397","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2010","2010","°C","1.727","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.948","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.756","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.826","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2014","2014","°C","0.327","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.273","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2016","2016","°C","2.273","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.363","Fc","Calculated data"
"ET","Temperature change","5203","Northern America","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.766","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1961","1961","°C","-0.117","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1962","1962","°C","0.195","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1963","1963","°C","0.142","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.189","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.039","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1966","1966","°C","-0.177","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1967","1967","°C","-0.168","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1968","1968","°C","-0.423","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1969","1969","°C","0.127","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.302","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.099","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1972","1972","°C","0.271","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1973","1973","°C","-0.034","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.145","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1975","1975","°C","-0.23","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.491","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.006","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1978","1978","°C","0.147","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1979","1979","°C","-0.021","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1980","1980","°C","0.333","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.142","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.492","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.192","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1984","1984","°C","-0.084","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1985","1985","°C","0.093","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.199","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1987","1987","°C","0.101","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.264","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1989","1989","°C","0.46","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1990","1990","°C","0.373","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.264","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.078","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.288","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.607","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.792","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.608","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.525","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.89","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.575","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2000","2000","°C","0.609","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2001","2001","°C","0.543","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.722","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.868","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.398","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.703","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.857","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2007","2007","°C","0.423","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.462","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2009","2009","°C","0.949","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.401","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.859","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.789","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.686","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2014","2014","°C","0.829","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2015","2015","°C","0.967","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.136","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.326","Fc","Calculated data"
"ET","Temperature change","5204","Central America","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.101","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1961","1961","°C","-0.173","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.196","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.301","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.043","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.259","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1966","1966","°C","-0.219","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1967","1967","°C","-0.345","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1968","1968","°C","-0.314","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1969","1969","°C","0.142","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.058","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1971","1971","°C","0","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1972","1972","°C","0.369","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1973","1973","°C","0.367","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.078","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1975","1975","°C","0.263","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.232","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.204","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1978","1978","°C","0.136","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.321","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1980","1980","°C","0.46","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.019","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.655","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.39","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1984","1984","°C","0.257","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1985","1985","°C","0.165","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.236","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1987","1987","°C","0.661","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.557","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1989","1989","°C","0.54","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1990","1990","°C","0.74","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.768","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.35","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.142","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.699","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.705","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.319","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.873","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.926","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.71","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2000","2000","°C","0.673","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2001","2001","°C","0.508","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.81","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.04","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.954","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.177","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.767","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2007","2007","°C","0.965","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.542","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2009","2009","°C","0.834","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.428","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.614","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.735","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.783","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2014","2014","°C","0.894","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.221","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2016","2016","°C","0.989","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2017","2017","°C","0.975","Fc","Calculated data"
"ET","Temperature change","5206","Caribbean","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.853","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.158","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.164","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1963","1963","°C","0.142","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.217","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.013","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.015","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1967","1967","°C","-0.007","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1968","1968","°C","-0.058","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1969","1969","°C","0.308","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1970","1970","°C","0.211","Fc","Calculated data"
"ET","Temperature change","5207","South America","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.295","Fc","Calculated data"
